Exposure_ID,Counterparty_ID,Product_Type,OBS_Category,Exposure_Amount,CCF_Category,Risk_Weight_Applied,Structuring_Strategy,Collateral_Type,Collateral_Value,Guarantee_Provider,Netting_Agreement,CCF_Source,Basel_Asset_Class,Internal_Rating,Currency,Jurisdiction,Maturity_Months,Reporting_Date,Regulatory_CCF_Applied,EAD,RWA
422,916,Securitization,Undrawn Commitment,355035,20%,1.0,Unstructured,None,373145,None,No,Standardized,Corporate,B,USD,Greece,69,2024-11-01,0.2,71007.0,71007.0
423,504,Guarantee,Performance Guarantee,1704776,100%,0.5,Guarantee-Enhanced,Securities,308645,Corporate Guarantee,No,Internal Model,Bank,CCC,EUR,UK,45,2020-01-08,1.0,1704776.0,852388.0
424,896,Securitization,Derivative Exposure,1760524,50%,1.0,Netting,None,394485,None,No,Internal Model,Corporate,A,GBP,Germany,6,2024-01-07,0.5,880262.0,880262.0
425,392,Securitization,Performance Guarantee,1451256,20%,0.75,Collateralized,Cash,794300,Sovereign Guarantee,Yes,Standardized,Sovereign,AAA,USD,Germany,92,2020-11-23,0.2,290251.2,217688.40000000002
426,135,Derivative,Performance Guarantee,318448,50%,1.0,Netting,Securities,685611,None,Yes,Internal Model,Bank,BB,GBP,Greece,69,2025-03-25,0.5,159224.0,159224.0
427,195,Commitment,Undrawn Commitment,1630209,75%,1.0,Collateralized,Property,340053,Sovereign Guarantee,No,Internal Model,Retail,CCC,USD,UK,49,2020-10-16,0.75,1222656.75,1222656.75
428,401,Guarantee,Other OBS,1258948,0%,1.0,Guarantee-Enhanced,Securities,608811,Sovereign Guarantee,No,Internal Model,Retail,CCC,USD,Greece,39,2024-11-21,0.0,0.0,0.0
429,640,Derivative,Other OBS,991763,20%,0.5,Netting,Property,694089,None,Yes,Standardized,Sovereign,B,USD,Greece,102,2021-05-25,0.2,198352.6,99176.3
430,33,Commitment,Undrawn Commitment,141006,75%,0.75,Unstructured,None,540022,None,Yes,Standardized,Bank,B,USD,Germany,2,2022-06-30,0.75,105754.5,79315.875
431,688,Commitment,Other OBS,179350,50%,0.2,Unstructured,None,697789,Corporate Guarantee,No,Internal Model,Corporate,BB,GBP,Germany,107,2020-12-26,0.5,89675.0,17935.0
432,460,Trade Finance,Performance Guarantee,738725,50%,0.2,Netting,Cash,172409,Sovereign Guarantee,Yes,Internal Model,Retail,B,GBP,Cyprus,39,2025-04-16,0.5,369362.5,73872.5
433,955,Guarantee,Derivative Exposure,855878,50%,0.75,Guarantee-Enhanced,Property,433541,Corporate Guarantee,Yes,Internal Model,Sovereign,AAA,GBP,UK,118,2024-06-10,0.5,427939.0,320954.25
434,883,Commitment,Undrawn Commitment,838768,0%,0.75,Guarantee-Enhanced,None,345744,None,No,Internal Model,Sovereign,BB,GBP,UK,21,2021-12-16,0.0,0.0,0.0
435,470,Derivative,Derivative Exposure,1947040,20%,0.75,Unstructured,Property,980018,Sovereign Guarantee,No,Standardized,Bank,BB,GBP,Germany,40,2020-08-06,0.2,389408.0,292056.0
436,375,Trade Finance,Other OBS,256487,50%,0.5,Netting,None,794865,Corporate Guarantee,No,Internal Model,Bank,AA,USD,Germany,101,2021-02-09,0.5,128243.5,64121.75
437,22,Guarantee,Derivative Exposure,147852,20%,0.2,Guarantee-Enhanced,Securities,507173,Corporate Guarantee,Yes,Standardized,Retail,A,EUR,Germany,82,2022-01-22,0.2,29570.4,5914.080000000001
438,750,Securitization,Other OBS,1590668,0%,0.75,Unstructured,None,664471,Corporate Guarantee,No,Standardized,Sovereign,CCC,EUR,UK,54,2022-07-11,0.0,0.0,0.0
439,670,Derivative,Other OBS,1237169,75%,0.5,Collateralized,Cash,628274,None,No,Standardized,Corporate,AA,GBP,Cyprus,112,2022-04-11,0.75,927876.75,463938.375
440,38,Commitment,Performance Guarantee,777067,100%,0.2,Netting,Securities,850185,None,Yes,Internal Model,Sovereign,A,GBP,UK,110,2024-11-28,1.0,777067.0,155413.4
441,230,Commitment,Other OBS,728841,75%,1.0,Collateralized,Cash,638071,None,No,Standardized,Corporate,BB,EUR,Germany,12,2024-07-02,0.75,546630.75,546630.75
442,365,Derivative,Performance Guarantee,330618,100%,0.5,Collateralized,Securities,211655,Sovereign Guarantee,Yes,Standardized,Corporate,CCC,USD,Germany,81,2024-11-26,1.0,330618.0,165309.0
443,563,Commitment,Performance Guarantee,1276408,20%,0.2,Guarantee-Enhanced,Property,466836,None,Yes,Internal Model,Retail,B,GBP,Cyprus,37,2022-03-04,0.2,255281.6,51056.32000000001
444,438,Trade Finance,Performance Guarantee,892150,100%,0.5,Guarantee-Enhanced,Cash,808183,Sovereign Guarantee,Yes,Internal Model,Sovereign,A,USD,Greece,110,2023-05-28,1.0,892150.0,446075.0
445,776,Guarantee,Undrawn Commitment,1405349,20%,0.2,Guarantee-Enhanced,None,671813,Corporate Guarantee,Yes,Internal Model,Corporate,BB,EUR,Greece,38,2021-08-17,0.2,281069.8,56213.96
446,283,Trade Finance,Undrawn Commitment,95232,100%,0.2,Netting,Property,741204,Corporate Guarantee,Yes,Standardized,Bank,BB,EUR,UK,15,2020-04-16,1.0,95232.0,19046.4
447,27,Commitment,Other OBS,398688,100%,1.0,Collateralized,None,432184,None,Yes,Internal Model,Corporate,AA,GBP,Greece,7,2021-08-03,1.0,398688.0,398688.0
448,226,Securitization,Performance Guarantee,510385,75%,0.5,Netting,Securities,161149,Corporate Guarantee,No,Standardized,Bank,AA,USD,Greece,78,2021-08-31,0.75,382788.75,191394.375
449,277,Guarantee,Undrawn Commitment,833301,100%,0.75,Guarantee-Enhanced,Securities,239654,None,No,Standardized,Bank,B,GBP,UK,50,2024-10-13,1.0,833301.0,624975.75
450,798,Guarantee,Performance Guarantee,362813,50%,1.0,Collateralized,None,427991,Sovereign Guarantee,No,Internal Model,Sovereign,BBB,EUR,Germany,65,2023-08-02,0.5,181406.5,181406.5
451,609,Derivative,Derivative Exposure,1307669,20%,1.0,Netting,None,189216,Corporate Guarantee,Yes,Standardized,Bank,AAA,USD,Greece,102,2024-11-07,0.2,261533.80000000002,261533.80000000002
452,284,Derivative,Derivative Exposure,1076657,50%,0.2,Netting,Property,835002,None,No,Standardized,Corporate,BBB,GBP,Germany,67,2020-01-08,0.5,538328.5,107665.70000000001
453,879,Securitization,Derivative Exposure,1429904,50%,0.75,Unstructured,None,177169,Corporate Guarantee,Yes,Standardized,Bank,BBB,GBP,UK,101,2022-03-16,0.5,714952.0,536214.0
454,960,Guarantee,Other OBS,1801881,0%,0.5,Netting,Cash,810935,Corporate Guarantee,No,Standardized,Sovereign,CCC,GBP,Germany,44,2020-07-07,0.0,0.0,0.0
455,481,Securitization,Performance Guarantee,1111716,75%,0.75,Guarantee-Enhanced,Cash,658139,None,Yes,Internal Model,Retail,CCC,EUR,Germany,31,2020-03-21,0.75,833787.0,625340.25
456,453,Derivative,Derivative Exposure,1487188,100%,0.75,Netting,None,873272,Corporate Guarantee,No,Standardized,Corporate,B,GBP,UK,43,2020-04-17,1.0,1487188.0,1115391.0
457,829,Derivative,Undrawn Commitment,1706321,20%,0.75,Collateralized,Cash,131827,Corporate Guarantee,Yes,Internal Model,Corporate,CCC,USD,Germany,77,2023-09-06,0.2,341264.2,255948.15000000002
458,816,Guarantee,Derivative Exposure,588645,75%,0.75,Netting,None,301407,Corporate Guarantee,No,Standardized,Sovereign,A,GBP,Greece,48,2024-05-21,0.75,441483.75,331112.8125
459,659,Trade Finance,Derivative Exposure,1621951,100%,0.75,Unstructured,Property,894923,Corporate Guarantee,Yes,Standardized,Sovereign,B,EUR,Greece,82,2021-11-16,1.0,1621951.0,1216463.25
460,516,Commitment,Derivative Exposure,1210248,100%,0.2,Collateralized,Cash,317231,Sovereign Guarantee,No,Internal Model,Sovereign,B,GBP,Greece,81,2020-12-11,1.0,1210248.0,242049.6
461,547,Derivative,Other OBS,380817,100%,0.2,Collateralized,Cash,959785,Corporate Guarantee,Yes,Standardized,Sovereign,BB,EUR,Greece,81,2025-03-01,1.0,380817.0,76163.40000000001
462,192,Derivative,Undrawn Commitment,1744537,50%,1.0,Unstructured,None,575770,Corporate Guarantee,No,Standardized,Corporate,BB,EUR,Germany,61,2020-11-23,0.5,872268.5,872268.5
463,49,Trade Finance,Performance Guarantee,1688497,100%,0.2,Guarantee-Enhanced,Cash,972361,None,No,Standardized,Retail,BB,USD,Greece,75,2021-07-08,1.0,1688497.0,337699.4
464,512,Trade Finance,Undrawn Commitment,782303,75%,1.0,Collateralized,Securities,122989,Sovereign Guarantee,No,Standardized,Bank,AAA,USD,Germany,84,2024-09-18,0.75,586727.25,586727.25
465,17,Securitization,Performance Guarantee,670399,20%,1.0,Guarantee-Enhanced,Property,410616,None,Yes,Standardized,Bank,A,GBP,Cyprus,10,2020-10-28,0.2,134079.80000000002,134079.80000000002
466,172,Securitization,Other OBS,914690,50%,0.5,Collateralized,Property,826547,None,Yes,Standardized,Retail,A,EUR,Germany,29,2020-07-18,0.5,457345.0,228672.5
467,220,Commitment,Other OBS,456140,75%,0.75,Collateralized,Cash,276393,None,Yes,Internal Model,Retail,BB,EUR,Greece,48,2022-06-11,0.75,342105.0,256578.75
468,158,Commitment,Other OBS,1167862,20%,0.2,Guarantee-Enhanced,Cash,768543,Sovereign Guarantee,Yes,Internal Model,Retail,BBB,USD,Cyprus,98,2023-12-13,0.2,233572.40000000002,46714.48000000001
469,477,Guarantee,Other OBS,143269,75%,0.5,Collateralized,Securities,964329,None,Yes,Internal Model,Sovereign,AAA,USD,UK,81,2022-11-28,0.75,107451.75,53725.875
470,46,Securitization,Performance Guarantee,308635,75%,0.2,Guarantee-Enhanced,Securities,634649,None,No,Standardized,Corporate,BBB,GBP,Germany,118,2024-10-21,0.75,231476.25,46295.25
471,373,Derivative,Derivative Exposure,1172647,20%,1.0,Unstructured,Cash,811032,None,Yes,Standardized,Corporate,AA,EUR,Greece,62,2020-11-02,0.2,234529.40000000002,234529.40000000002
472,518,Securitization,Performance Guarantee,1549118,50%,0.2,Guarantee-Enhanced,Cash,299850,Corporate Guarantee,No,Standardized,Corporate,A,USD,Greece,116,2022-10-24,0.5,774559.0,154911.80000000002
473,99,Derivative,Undrawn Commitment,1319671,75%,0.75,Unstructured,Securities,805654,None,No,Internal Model,Sovereign,A,GBP,Greece,106,2024-07-14,0.75,989753.25,742314.9375
474,892,Trade Finance,Other OBS,563317,50%,1.0,Collateralized,None,361185,Sovereign Guarantee,Yes,Standardized,Corporate,BBB,EUR,UK,13,2025-02-14,0.5,281658.5,281658.5
475,745,Securitization,Other OBS,1129227,0%,1.0,Guarantee-Enhanced,Securities,890936,Sovereign Guarantee,No,Internal Model,Sovereign,AAA,EUR,Cyprus,44,2023-01-05,0.0,0.0,0.0
476,37,Trade Finance,Undrawn Commitment,120202,0%,0.5,Collateralized,None,41139,Corporate Guarantee,Yes,Standardized,Corporate,A,USD,Cyprus,47,2021-04-12,0.0,0.0,0.0
477,280,Commitment,Performance Guarantee,1147353,50%,0.75,Guarantee-Enhanced,Property,639207,Sovereign Guarantee,Yes,Standardized,Retail,BBB,GBP,Greece,103,2020-06-27,0.5,573676.5,430257.375
478,349,Commitment,Derivative Exposure,198066,100%,1.0,Unstructured,Property,771965,Sovereign Guarantee,Yes,Standardized,Bank,B,USD,Germany,64,2021-10-06,1.0,198066.0,198066.0
479,497,Guarantee,Derivative Exposure,903695,20%,0.75,Unstructured,Securities,303446,Corporate Guarantee,No,Internal Model,Bank,B,GBP,Greece,91,2025-01-20,0.2,180739.0,135554.25
480,302,Securitization,Undrawn Commitment,240706,75%,0.2,Guarantee-Enhanced,None,225756,None,Yes,Standardized,Sovereign,CCC,EUR,Greece,118,2024-10-30,0.75,180529.5,36105.9
481,181,Trade Finance,Derivative Exposure,674446,20%,0.75,Unstructured,Securities,349982,Corporate Guarantee,Yes,Internal Model,Corporate,AAA,GBP,Germany,53,2020-10-02,0.2,134889.2,101166.90000000001
482,607,Derivative,Performance Guarantee,847232,50%,1.0,Collateralized,Securities,985663,None,Yes,Standardized,Bank,BBB,GBP,Greece,90,2023-03-21,0.5,423616.0,423616.0
483,99,Commitment,Performance Guarantee,874255,75%,0.5,Collateralized,None,664006,None,No,Standardized,Retail,CCC,GBP,UK,92,2023-04-02,0.75,655691.25,327845.625
484,700,Commitment,Undrawn Commitment,1862511,75%,1.0,Netting,Securities,668903,Sovereign Guarantee,Yes,Internal Model,Retail,B,GBP,Greece,77,2023-08-06,0.75,1396883.25,1396883.25
485,993,Derivative,Performance Guarantee,1424598,0%,0.75,Unstructured,Property,749856,Corporate Guarantee,No,Standardized,Retail,AAA,GBP,UK,76,2023-11-02,0.0,0.0,0.0
486,116,Trade Finance,Other OBS,330852,50%,0.75,Collateralized,Cash,678145,Sovereign Guarantee,No,Standardized,Sovereign,CCC,USD,Greece,44,2021-09-12,0.5,165426.0,124069.5
487,191,Trade Finance,Undrawn Commitment,718179,0%,1.0,Guarantee-Enhanced,Cash,864785,Sovereign Guarantee,Yes,Standardized,Sovereign,BB,GBP,Cyprus,28,2021-09-29,0.0,0.0,0.0
488,253,Securitization,Performance Guarantee,1828841,50%,0.75,Unstructured,Securities,948910,None,No,Standardized,Corporate,AAA,GBP,Germany,2,2024-11-10,0.5,914420.5,685815.375
489,981,Securitization,Undrawn Commitment,638158,75%,0.2,Collateralized,None,351136,Sovereign Guarantee,No,Internal Model,Retail,AA,EUR,Cyprus,101,2023-08-26,0.75,478618.5,95723.70000000001
490,928,Guarantee,Derivative Exposure,583571,20%,1.0,Unstructured,None,837860,Corporate Guarantee,Yes,Internal Model,Corporate,BB,GBP,Greece,57,2022-07-18,0.2,116714.20000000001,116714.20000000001
491,983,Commitment,Performance Guarantee,1784509,20%,0.5,Guarantee-Enhanced,Property,548065,Sovereign Guarantee,Yes,Standardized,Corporate,CCC,EUR,Greece,57,2025-04-20,0.2,356901.80000000005,178450.90000000002
492,161,Securitization,Other OBS,915139,50%,1.0,Collateralized,None,57939,Sovereign Guarantee,Yes,Standardized,Retail,BBB,USD,UK,34,2023-11-13,0.5,457569.5,457569.5
493,256,Trade Finance,Performance Guarantee,1522725,100%,0.2,Netting,None,446242,None,No,Internal Model,Corporate,BB,USD,Greece,87,2025-02-23,1.0,1522725.0,304545.0
494,323,Derivative,Undrawn Commitment,1628638,100%,0.2,Netting,Property,872882,Corporate Guarantee,Yes,Standardized,Bank,BB,GBP,Greece,58,2024-08-08,1.0,1628638.0,325727.60000000003
495,128,Trade Finance,Undrawn Commitment,1301703,0%,0.2,Unstructured,Securities,947057,Sovereign Guarantee,No,Internal Model,Sovereign,CCC,USD,Greece,52,2024-11-22,0.0,0.0,0.0
496,18,Commitment,Performance Guarantee,1240631,75%,0.2,Guarantee-Enhanced,Cash,23548,None,No,Standardized,Corporate,BBB,GBP,Cyprus,109,2020-07-01,0.75,930473.25,186094.65000000002
497,793,Trade Finance,Other OBS,1719332,50%,0.2,Collateralized,Property,456437,Sovereign Guarantee,No,Internal Model,Retail,BBB,USD,UK,29,2025-01-18,0.5,859666.0,171933.2
498,735,Guarantee,Other OBS,1981342,50%,0.5,Guarantee-Enhanced,Securities,954769,Corporate Guarantee,No,Internal Model,Sovereign,B,GBP,Cyprus,35,2023-08-22,0.5,990671.0,495335.5
499,566,Commitment,Other OBS,854565,75%,0.75,Collateralized,Property,649837,Sovereign Guarantee,No,Internal Model,Sovereign,AA,GBP,UK,75,2020-03-12,0.75,640923.75,480692.8125
500,570,Derivative,Undrawn Commitment,575069,100%,0.2,Unstructured,Securities,433917,Sovereign Guarantee,Yes,Internal Model,Corporate,BBB,EUR,Cyprus,48,2023-05-27,1.0,575069.0,115013.8
501,323,Guarantee,Performance Guarantee,164586,100%,0.2,Collateralized,Property,444503,None,Yes,Standardized,Bank,A,EUR,Greece,33,2021-12-19,1.0,164586.0,32917.200000000004
502,872,Commitment,Derivative Exposure,1548492,50%,1.0,Guarantee-Enhanced,Securities,137799,Sovereign Guarantee,No,Standardized,Corporate,A,EUR,Cyprus,115,2023-04-11,0.5,774246.0,774246.0
503,686,Derivative,Undrawn Commitment,339768,50%,0.5,Guarantee-Enhanced,Property,765820,None,No,Internal Model,Bank,AA,EUR,Cyprus,75,2024-08-03,0.5,169884.0,84942.0
504,792,Guarantee,Other OBS,581111,75%,0.5,Unstructured,Securities,181789,Corporate Guarantee,Yes,Internal Model,Sovereign,AAA,GBP,UK,73,2023-07-19,0.75,435833.25,217916.625
505,626,Guarantee,Performance Guarantee,592777,20%,0.75,Guarantee-Enhanced,Property,425643,Sovereign Guarantee,Yes,Internal Model,Corporate,CCC,USD,UK,78,2021-12-26,0.2,118555.40000000001,88916.55
506,288,Commitment,Other OBS,1086059,50%,0.5,Collateralized,Cash,672052,Corporate Guarantee,No,Internal Model,Retail,AAA,GBP,Cyprus,9,2024-01-31,0.5,543029.5,271514.75
507,943,Securitization,Derivative Exposure,221033,50%,1.0,Unstructured,Cash,555913,Corporate Guarantee,No,Standardized,Corporate,A,EUR,UK,103,2020-09-25,0.5,110516.5,110516.5
508,854,Guarantee,Other OBS,1611456,75%,1.0,Collateralized,None,811350,Sovereign Guarantee,Yes,Internal Model,Bank,BBB,EUR,UK,48,2022-11-09,0.75,1208592.0,1208592.0
509,663,Guarantee,Other OBS,1389838,20%,0.75,Guarantee-Enhanced,Securities,434352,None,Yes,Internal Model,Bank,AA,USD,UK,67,2021-07-31,0.2,277967.60000000003,208475.7
510,962,Derivative,Derivative Exposure,1198993,20%,1.0,Unstructured,Property,901258,Corporate Guarantee,No,Internal Model,Corporate,AAA,EUR,Germany,93,2022-09-21,0.2,239798.6,239798.6
511,639,Trade Finance,Performance Guarantee,1180392,100%,0.2,Collateralized,Securities,639169,Corporate Guarantee,Yes,Internal Model,Bank,AAA,GBP,UK,83,2022-03-25,1.0,1180392.0,236078.40000000002
512,155,Commitment,Undrawn Commitment,1776199,20%,0.2,Guarantee-Enhanced,Cash,445625,Sovereign Guarantee,Yes,Internal Model,Sovereign,CCC,GBP,Germany,36,2024-03-06,0.2,355239.80000000005,71047.96
513,490,Commitment,Performance Guarantee,325709,50%,1.0,Guarantee-Enhanced,Securities,802009,Sovereign Guarantee,No,Internal Model,Corporate,BB,GBP,Germany,96,2020-05-26,0.5,162854.5,162854.5
514,386,Securitization,Derivative Exposure,1774290,20%,0.75,Netting,Property,347299,Sovereign Guarantee,No,Internal Model,Bank,A,GBP,UK,71,2023-12-23,0.2,354858.0,266143.5
515,986,Securitization,Other OBS,224023,0%,0.5,Guarantee-Enhanced,Securities,111776,Sovereign Guarantee,No,Standardized,Corporate,BBB,GBP,Cyprus,119,2023-04-03,0.0,0.0,0.0
516,785,Commitment,Performance Guarantee,927611,0%,0.75,Collateralized,Property,885678,Sovereign Guarantee,Yes,Internal Model,Corporate,AA,USD,UK,92,2022-06-08,0.0,0.0,0.0
517,104,Securitization,Undrawn Commitment,597936,20%,0.5,Unstructured,Cash,758284,Sovereign Guarantee,No,Internal Model,Retail,AAA,GBP,Greece,44,2020-11-05,0.2,119587.20000000001,59793.600000000006
518,929,Derivative,Derivative Exposure,493945,100%,1.0,Netting,Cash,782119,None,Yes,Internal Model,Corporate,CCC,EUR,Cyprus,82,2021-06-01,1.0,493945.0,493945.0
519,393,Commitment,Performance Guarantee,1140547,20%,1.0,Guarantee-Enhanced,Cash,513624,Corporate Guarantee,No,Standardized,Retail,BB,EUR,Germany,60,2020-01-14,0.2,228109.40000000002,228109.40000000002
520,811,Securitization,Undrawn Commitment,68658,100%,0.2,Guarantee-Enhanced,None,212803,None,No,Standardized,Bank,A,EUR,Germany,63,2020-05-11,1.0,68658.0,13731.6
521,246,Commitment,Derivative Exposure,71253,50%,0.5,Guarantee-Enhanced,Cash,158761,None,Yes,Standardized,Retail,A,EUR,Cyprus,5,2025-02-20,0.5,35626.5,17813.25
522,176,Trade Finance,Undrawn Commitment,1555958,50%,0.75,Collateralized,Securities,666514,Sovereign Guarantee,Yes,Internal Model,Retail,CCC,USD,Cyprus,87,2022-01-24,0.5,777979.0,583484.25
523,39,Guarantee,Derivative Exposure,229635,50%,1.0,Netting,None,497873,Corporate Guarantee,No,Internal Model,Retail,AA,EUR,UK,119,2021-03-14,0.5,114817.5,114817.5
524,477,Commitment,Other OBS,207462,50%,0.75,Collateralized,Cash,357092,None,No,Internal Model,Sovereign,AAA,USD,Germany,86,2022-01-12,0.5,103731.0,77798.25
525,682,Guarantee,Performance Guarantee,1449384,75%,0.2,Netting,Securities,21341,Sovereign Guarantee,Yes,Standardized,Retail,AA,EUR,Greece,90,2022-01-09,0.75,1087038.0,217407.6
526,759,Securitization,Undrawn Commitment,1805514,20%,0.5,Unstructured,Securities,359698,Sovereign Guarantee,No,Internal Model,Corporate,CCC,USD,UK,106,2024-08-24,0.2,361102.80000000005,180551.40000000002
527,538,Guarantee,Derivative Exposure,260097,50%,0.5,Collateralized,Securities,205753,Corporate Guarantee,Yes,Standardized,Retail,CCC,USD,Cyprus,76,2022-03-05,0.5,130048.5,65024.25
528,867,Commitment,Undrawn Commitment,678138,100%,1.0,Collateralized,Property,894230,None,Yes,Standardized,Corporate,AA,USD,Germany,40,2020-09-19,1.0,678138.0,678138.0
529,818,Trade Finance,Undrawn Commitment,1000162,100%,0.5,Unstructured,None,308474,None,No,Standardized,Retail,B,EUR,Cyprus,19,2021-10-04,1.0,1000162.0,500081.0
530,921,Securitization,Performance Guarantee,712212,100%,1.0,Netting,Securities,773429,None,Yes,Standardized,Sovereign,BB,USD,Cyprus,47,2025-05-20,1.0,712212.0,712212.0
531,408,Commitment,Other OBS,570498,50%,0.2,Guarantee-Enhanced,Property,349903,Sovereign Guarantee,Yes,Standardized,Bank,A,GBP,Cyprus,65,2023-06-02,0.5,285249.0,57049.8
532,525,Securitization,Undrawn Commitment,1324634,75%,0.5,Unstructured,Cash,723776,Corporate Guarantee,Yes,Internal Model,Retail,B,GBP,UK,67,2020-09-14,0.75,993475.5,496737.75
533,828,Derivative,Derivative Exposure,707911,50%,1.0,Guarantee-Enhanced,Securities,780427,Corporate Guarantee,No,Internal Model,Retail,BBB,EUR,Greece,91,2023-06-11,0.5,353955.5,353955.5
534,506,Guarantee,Derivative Exposure,908379,50%,0.75,Guarantee-Enhanced,Property,348951,None,Yes,Standardized,Sovereign,A,GBP,Greece,18,2023-09-21,0.5,454189.5,340642.125
535,903,Derivative,Other OBS,1683865,20%,1.0,Unstructured,Securities,819745,Sovereign Guarantee,No,Internal Model,Retail,A,GBP,Germany,50,2021-02-12,0.2,336773.0,336773.0
536,825,Commitment,Derivative Exposure,1278807,50%,0.5,Netting,None,309044,None,No,Internal Model,Corporate,BB,GBP,Cyprus,30,2025-01-25,0.5,639403.5,319701.75
537,36,Trade Finance,Other OBS,172775,20%,0.2,Guarantee-Enhanced,None,78840,Corporate Guarantee,No,Standardized,Retail,BBB,EUR,Greece,66,2022-09-01,0.2,34555.0,6911.0
538,685,Securitization,Derivative Exposure,1019211,50%,0.5,Unstructured,Cash,165767,Sovereign Guarantee,Yes,Standardized,Retail,AAA,EUR,Cyprus,5,2022-11-13,0.5,509605.5,254802.75
539,20,Guarantee,Performance Guarantee,1656107,100%,0.5,Collateralized,Securities,161297,None,Yes,Internal Model,Bank,BBB,GBP,Germany,93,2020-09-27,1.0,1656107.0,828053.5
540,321,Securitization,Undrawn Commitment,727160,20%,1.0,Collateralized,Property,872504,None,No,Internal Model,Bank,AAA,EUR,Cyprus,97,2023-01-23,0.2,145432.0,145432.0
541,776,Commitment,Performance Guarantee,1960947,0%,0.75,Collateralized,Cash,882799,Sovereign Guarantee,No,Internal Model,Retail,BBB,USD,Greece,42,2020-05-21,0.0,0.0,0.0
542,512,Securitization,Undrawn Commitment,369972,0%,0.5,Unstructured,Securities,49156,Corporate Guarantee,Yes,Internal Model,Sovereign,AA,GBP,Cyprus,84,2024-09-13,0.0,0.0,0.0
543,400,Guarantee,Undrawn Commitment,1360292,100%,0.75,Collateralized,Cash,208281,Sovereign Guarantee,No,Standardized,Bank,CCC,EUR,Greece,94,2024-10-07,1.0,1360292.0,1020219.0
544,654,Commitment,Undrawn Commitment,1499031,50%,1.0,Guarantee-Enhanced,Property,87453,None,No,Internal Model,Retail,BBB,EUR,Germany,106,2022-06-20,0.5,749515.5,749515.5
545,972,Securitization,Performance Guarantee,318854,50%,0.75,Collateralized,Cash,683189,None,Yes,Standardized,Bank,B,GBP,Cyprus,5,2022-08-31,0.5,159427.0,119570.25
546,883,Trade Finance,Undrawn Commitment,464600,75%,1.0,Collateralized,Cash,998412,None,No,Standardized,Retail,B,EUR,Greece,50,2023-01-09,0.75,348450.0,348450.0
547,471,Commitment,Performance Guarantee,221918,75%,0.2,Guarantee-Enhanced,Cash,25938,None,Yes,Internal Model,Bank,BB,GBP,Germany,85,2020-09-30,0.75,166438.5,33287.700000000004
548,143,Commitment,Other OBS,269055,50%,0.75,Collateralized,Securities,59164,Corporate Guarantee,Yes,Internal Model,Bank,CCC,EUR,Cyprus,58,2020-10-02,0.5,134527.5,100895.625
549,92,Trade Finance,Derivative Exposure,1398711,75%,0.75,Guarantee-Enhanced,Property,447746,Corporate Guarantee,No,Internal Model,Corporate,CCC,USD,Germany,79,2025-03-21,0.75,1049033.25,786774.9375
550,354,Derivative,Derivative Exposure,784417,75%,0.2,Collateralized,None,723559,None,Yes,Standardized,Retail,AAA,GBP,Greece,84,2025-06-04,0.75,588312.75,117662.55
551,834,Guarantee,Undrawn Commitment,1080697,75%,0.75,Guarantee-Enhanced,Securities,584570,Corporate Guarantee,Yes,Standardized,Retail,A,USD,Cyprus,8,2021-04-09,0.75,810522.75,607892.0625
552,800,Derivative,Performance Guarantee,1498763,20%,0.2,Collateralized,None,309945,Corporate Guarantee,Yes,Standardized,Retail,BB,GBP,Cyprus,113,2023-05-16,0.2,299752.60000000003,59950.52000000001
553,727,Securitization,Derivative Exposure,472355,100%,0.5,Guarantee-Enhanced,None,402681,Corporate Guarantee,No,Standardized,Retail,B,EUR,Cyprus,31,2023-08-12,1.0,472355.0,236177.5
554,959,Trade Finance,Performance Guarantee,921877,50%,1.0,Unstructured,Securities,265470,None,No,Internal Model,Bank,B,USD,Germany,12,2022-11-28,0.5,460938.5,460938.5
555,854,Derivative,Performance Guarantee,1306715,20%,0.2,Guarantee-Enhanced,Securities,921163,Sovereign Guarantee,No,Standardized,Corporate,AAA,EUR,Germany,21,2025-05-25,0.2,261343.0,52268.600000000006
556,51,Commitment,Undrawn Commitment,130257,50%,0.75,Collateralized,Property,977793,Sovereign Guarantee,Yes,Standardized,Corporate,B,GBP,Greece,94,2020-10-14,0.5,65128.5,48846.375
557,665,Securitization,Derivative Exposure,1576534,0%,0.2,Collateralized,Property,682954,Sovereign Guarantee,Yes,Internal Model,Sovereign,B,GBP,UK,62,2023-02-21,0.0,0.0,0.0
558,698,Securitization,Undrawn Commitment,874143,20%,0.75,Netting,Cash,115819,None,No,Standardized,Retail,AAA,GBP,Cyprus,91,2022-05-25,0.2,174828.6,131121.45
559,575,Derivative,Undrawn Commitment,1105106,75%,0.5,Guarantee-Enhanced,None,266907,Corporate Guarantee,No,Standardized,Sovereign,B,GBP,Cyprus,108,2025-06-15,0.75,828829.5,414414.75
560,190,Derivative,Derivative Exposure,1371836,0%,0.2,Unstructured,Property,481873,Corporate Guarantee,Yes,Internal Model,Bank,A,GBP,Greece,90,2023-07-30,0.0,0.0,0.0
561,125,Trade Finance,Derivative Exposure,1688658,50%,0.5,Guarantee-Enhanced,Cash,141900,None,No,Standardized,Sovereign,AA,USD,Cyprus,33,2022-05-27,0.5,844329.0,422164.5
562,150,Guarantee,Other OBS,967786,50%,1.0,Guarantee-Enhanced,Property,309732,None,No,Standardized,Retail,BB,GBP,Germany,26,2020-06-28,0.5,483893.0,483893.0
